yourlist:M20190125216DA2B77BFBD2E6699CA9B6D1C41EB203BCDBR	Entry	Entry name	Status	Protein names	Gene names	Organism	Proteomes
A0QR19	A0QR19	A0QR19_MYCS2	unreviewed	Uroporphyrinogen-III synthase (EC 4.2.1.75)	hemD MSMEG_0954	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000000757: Chromosome
I7F771	I7F771	I7F771_MYCS2	unreviewed	Delta-aminolevulinic acid dehydratase (EC 4.2.1.24)	hemB MSMEI_0930	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
I7FEY5	I7FEY5	I7FEY5_MYCS2	unreviewed	Putative conserved transmembrane protein	MSMEI_0933	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
I7G2T0	I7G2T0	I7G2T0_MYCS2	unreviewed	Transcriptional regulator, TetR family	MSMEI_0936	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
A0QR27	A0QR27	A0QR27_MYCS2	unreviewed	Uncharacterized protein	MSMEG_0963	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000000757: Chromosome
I7FEY9	I7FEY9	I7FEY9_MYCS2	unreviewed	Uncharacterized protein	MSMEI_0938	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
I7G2T3	I7G2T3	I7G2T3_MYCS2	unreviewed	Uncharacterized protein	MSMEI_0941	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
A0QR32	A0QR32	A0QR32_MYCS2	unreviewed	Cytochrome P450	MSMEG_0968	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000000757: Chromosome
A0QR33	A0QR33	GSA_MYCS2	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase) (GSA-AT)	hemL MSMEG_0969 MSMEI_0943	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000000757: Chromosome, UP000006158: Chromosome
I7G4H8	I7G4H8	I7G4H8_MYCS2	unreviewed	Phosphoglycerate mutase (EC 5.4.2.-)	MSMEI_0944	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
I7F785	I7F785	I7F785_MYCS2	unreviewed	Thiol-disulfide isomerase/thioredoxin	MSMEI_0945	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
A0QR37	A0QR37	A0QR37_MYCS2	unreviewed	Conserved membrane protein	MSMEG_0973	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000000757: Chromosome
I7FEZ9	I7FEZ9	I7FEZ9_MYCS2	unreviewed	ABC-type transport system involved in cytochrome c biogenesis, permease component (Cytochrome c assembly membrane protein)	ccsA MSMEI_0948	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
I7G4I1	I7G4I1	I7G4I1_MYCS2	unreviewed	ATPases involved in chromosome partitioning	MSMEI_0949	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
I7F790	I7F790	I7F790_MYCS2	unreviewed	Uncharacterized protein	MSMEI_0950	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
A0QR41	A0QR41	A0QR41_MYCS2	unreviewed	Uncharacterized protein	MSMEG_0977	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000000757: Chromosome
I7FXD8	I7FXD8	I7FXD8_MYCS2	unreviewed	Aminotransferase class V	MSMEI_0952	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
A0QR46	A0QR46	A0QR46_MYCS2	unreviewed	Immunogenic protein	MSMEG_0982	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000000757: Chromosome
I7FXE1	I7FXE1	I7FXE1_MYCS2	unreviewed	Two-component system response regulator	MSMEI_0957	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
I7FF08	I7FF08	I7FF08_MYCS2	unreviewed	Dicarboxylic acid transport integral membrane protein KgtP	kgtP MSMEI_0958	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
I7G4I8	I7G4I8	I7G4I8_MYCS2	unreviewed	TetR family transcriptional regulator	MSMEI_0959	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
A0QR51	A0QR51	A0QR51_MYCS2	unreviewed	Uncharacterized protein	MSMEG_0987	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000000757: Chromosome
A0QR54	A0QR54	MTAP_MYCS2	reviewed	S-methyl-5'-thioadenosine phosphorylase (EC 2.4.2.28) (5'-methylthioadenosine phosphorylase) (MTA phosphorylase) (MTAP)	mtnP pnp MSMEG_0990 MSMEI_0963	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000000757: Chromosome, UP000006158: Chromosome
I7G4J2	I7G4J2	I7G4J2_MYCS2	unreviewed	UDP-glucose 4-epimerase galE3 (EC 5.1.3.2)	galE3 MSMEI_0964	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
I7F7A2	I7F7A2	I7F7A2_MYCS2	unreviewed	2-nitropropane dioxygenase NPD (EC 1.13.12.16)	MSMEI_0965	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
I7FXE5	I7FXE5	I7FXE5_MYCS2	unreviewed	Two component transcriptional regulator, winged helix family (EC 3.1.1.61)	MSMEI_0967	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
I7FF19	I7FF19	I7FF19_MYCS2	unreviewed	Acetyltransferase, GNAT family	MSMEI_0973	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
A0QR68	A0QR68	A0QR68_MYCS2	unreviewed	Methyltransferase type 11	MSMEG_1005 MSMEG_2285	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000000757: Chromosome
A0QR69	A0QR69	A0QR69_MYCS2	unreviewed	Aminoglycoside phosphotransferase	MSMEG_1006 MSMEG_2286	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000000757: Chromosome
I7G4K3	I7G4K3	I7G4K3_MYCS2	unreviewed	Uncharacterized protein	MSMEI_0979 MSMEI_2230	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
I7F7B7	I7F7B7	I7F7B7_MYCS2	unreviewed	Cytochrome P450 CYP136 (EC 1.14.13.70)	cyp136 MSMEI_0980 MSMEI_2231	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
A0QR73	A0QR73	A0QR73_MYCS2	unreviewed	Transcriptional regulator, TetR family protein	MSMEG_1010 MSMEG_2290	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000000757: Chromosome
I7FXF5	I7FXF5	I7FXF5_MYCS2	unreviewed	Short-chain dehydrogenase/reductase SDR	MSMEI_0982 MSMEI_2233	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
I7FAX8	I7FAX8	I7FAX8_MYCS2	unreviewed	Uncharacterized protein	MSMEI_0984 MSMEI_2235	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
I7F7C2	I7F7C2	I7F7C2_MYCS2	unreviewed	DNA polymerase IV (Pol IV) (EC 2.7.7.7)	dinB2 dinB MSMEI_0985 MSMEI_2236	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
I7FZQ3	I7FZQ3	I7FZQ3_MYCS2	unreviewed	Transcriptional regulatory protein (TetR-family)	MSMEI_2237	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
I7FIU5	I7FIU5	I7FIU5_MYCS2	unreviewed	NADPH-dependent FMN reductase	MSMEI_0987 MSMEI_2238	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
I7G7S6	I7G7S6	I7G7S6_MYCS2	unreviewed	Glutaredoxin electron transport component of NRDEF (Glutaredoxin-like protein) NrdH (EC 1.17.4.1)	nrdH MSMEI_0988 MSMEI_2239	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
I7FF35	I7FF35	I7FF35_MYCS2	unreviewed	Glyoxalase/bleomycin resistance protein/dioxygenase	MSMEI_0993 MSMEI_2244	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
A0QR84	A0QR84	A0QR84_MYCS2	unreviewed	Integral membrane transporter	MSMEG_1023 MSMEG_2303	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000000757: Chromosome
I7FIV6	I7FIV6	I7FIV6_MYCS2	unreviewed	Luciferase-like protein	MSMEI_2248	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
I7G7T9	I7G7T9	I7G7T9_MYCS2	unreviewed	Geranylgeranyl reductase	MSMEI_0998 MSMEI_2249	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
I7FAZ6	I7FAZ6	I7FAZ6_MYCS2	unreviewed	Transcriptional regulator, TetR family	MSMEI_0999 MSMEI_2250	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
I7G670	I7G670	I7G670_MYCS2	unreviewed	Cyclohexanone monooxygenase (EC 1.14.13.22)	MSMEI_2251	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
I7FIW0	I7FIW0	I7FIW0_MYCS2	unreviewed	Ribonucleoside-diphosphate reductase subunit beta (EC 1.17.4.1)	nrdF2 MSMEI_1002 MSMEI_2253	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
A0QR96	A0QR96	A0QR96_MYCS2	unreviewed	Uncharacterized protein	MSMEG_1035 MSMEG_2315	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000000757: Chromosome
I7G7V1	I7G7V1	I7G7V1_MYCS2	unreviewed	YCII-related protein	MSMEI_1008 MSMEI_2259	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
I7FB07	I7FB07	I7FB07_MYCS2	unreviewed	FEIII-dicitrate-binding periplasmic lipoprotein FecB	MSMEI_1009 MSMEI_2260	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
I7FXH2	I7FXH2	I7FXH2_MYCS2	unreviewed	Putative phosphoserine phosphatase serB2 (EC 3.1.3.3)	serB2 MSMEI_1012 MSMEI_2263	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
I7FF50	I7FF50	I7FF50_MYCS2	unreviewed	Uncharacterized protein	MSMEI_1013 MSMEI_2264	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
I7FB13	I7FB13	I7FB13_MYCS2	unreviewed	Transcriptional regulator, GntR family	MSMEI_1014 MSMEI_2265	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
I7G2W8	I7G2W8	I7G2W8_MYCS2	unreviewed	ABC transporter ATP-binding protein	MSMEI_1016 MSMEI_2267	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
I7FIX8	I7FIX8	I7FIX8_MYCS2	unreviewed	NUDIX hydrolase	MSMEI_1017 MSMEI_2268	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
I7FF54	I7FF54	I7FF54_MYCS2	unreviewed	Enoyl-CoA hydratase EchA17 (EC 4.2.1.17)	echA17 MSMEI_1018 MSMEI_2269	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
I7FB19	I7FB19	I7FB19_MYCS2	unreviewed	Methyltransferase type 11	MSMEI_1019 MSMEI_2270	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
I7G688	I7G688	I7G688_MYCS2	unreviewed	SAM-dependent methyltransferase	MSMEI_1020 MSMEI_2271	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
I7G2X2	I7G2X2	I7G2X2_MYCS2	unreviewed	Immunogenic protein MPB64/MPT64	MSMEI_1021 MSMEI_2272	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
I7FIY2	I7FIY2	I7FIY2_MYCS2	unreviewed	Sodium/alanine symporter	MSMEI_1022 MSMEI_2273	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
A0QRB3	A0QRB3	A0QRB3_MYCS2	unreviewed	Uncharacterized protein	MSMEG_1053 MSMEG_2333	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000000757: Chromosome
I7FB24	I7FB24	I7FB24_MYCS2	unreviewed	Hexapeptide transferase family protein	MSMEI_1024 MSMEI_2275	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
I7F7G1	I7F7G1	I7F7G1_MYCS2	unreviewed	Isopentenyl-diphosphate delta-isomerase (IPP isomerase) (EC 5.3.3.2) (Isopentenyl diphosphate:dimethylallyl diphosphate isomerase) (Isopentenyl pyrophosphate isomerase) (Type 2 isopentenyl diphosphate isomerase) (IDI-2)	fni MSMEI_1025 MSMEI_2277	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
I7FXI0	I7FXI0	I7FXI0_MYCS2	unreviewed	Uncharacterized protein	MSMEI_1027	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
I7FF63	I7FF63	I7FF63_MYCS2	unreviewed	Pyridoxamine 5'-phosphate oxidase-related FMN-binding protein	MSMEI_1028	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
I7G4P5	I7G4P5	I7G4P5_MYCS2	unreviewed	Putative O-succinylbenzoic acid--CoA ligase MenE (EC 6.2.1.26)	menE MSMEI_1029	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
I7F7G6	I7F7G6	I7F7G6_MYCS2	unreviewed	Uncharacterized protein	MSMEI_1030	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
I7FF67	I7FF67	I7FF67_MYCS2	unreviewed	Uncharacterized protein	MSMEI_1033	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
I7G4P8	I7G4P8	I7G4P8_MYCS2	unreviewed	Glyoxalase/bleomycin resistance protein/dioxygenase	MSMEI_1034	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
I7F7H0	I7F7H0	I7F7H0_MYCS2	unreviewed	Uncharacterized protein	MSMEI_1035	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
A0QRD0	A0QRD0	A0QRD0_MYCS2	unreviewed	Agmatinase (EC 3.5.3.11)	speB MSMEG_1072	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000000757: Chromosome
I7G2Y6	I7G2Y6	I7G2Y6_MYCS2	unreviewed	Short-chain dehydrogenase/reductase SDR	MSMEI_1041	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
A0QRD3	A0QRD3	MENB_MYCS2	reviewed	1,4-dihydroxy-2-naphthoyl-CoA synthase (DHNA-CoA synthase) (EC 4.1.3.36)	menB MSMEG_1075 MSMEI_1042	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000000757: Chromosome, UP000006158: Chromosome
A0QRD4	A0QRD4	A0QRD4_MYCS2	unreviewed	Uncharacterized protein	MSMEG_1076	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000000757: Chromosome
A0QRD5	A0QRD5	A0QRD5_MYCS2	unreviewed	Uncharacterized protein	MSMEG_1077	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000000757: Chromosome
A0QRD6	A0QRD6	A0QRD6_MYCS2	unreviewed	Hydrolase	MSMEG_1078	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000000757: Chromosome
I7FXJ6	I7FXJ6	I7FXJ6_MYCS2	unreviewed	Uncharacterized protein	MSMEI_1057	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
I7FF89	I7FF89	I7FF89_MYCS2	unreviewed	Amidase (EC 3.5.1.4)	amiD MSMEI_1058	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
I7F7J6	I7F7J6	I7F7J6_MYCS2	unreviewed	Putative glycosyltransferase	MSMEI_1065	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
A0QRF5	A0QRF5	A0QRF5_MYCS2	unreviewed	Acyl-CoA synthase	MSMEG_1098	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000000757: Chromosome
A0QRF8	A0QRF8	A0QRF8_MYCS2	unreviewed	Uncharacterized protein	MSMEG_1101	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000000757: Chromosome
I7G4S8	I7G4S8	I7G4S8_MYCS2	unreviewed	Amidohydrolase 3	MSMEI_1069	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
A0QRG0	A0QRG0	MENC_MYCS2	reviewed	o-succinylbenzoate synthase (OSB synthase) (OSBS) (EC 4.2.1.113) (4-(2'-carboxyphenyl)-4-oxybutyric acid synthase) (o-succinylbenzoic acid synthase)	menC MSMEG_1103 MSMEI_1070	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000000757: Chromosome, UP000006158: Chromosome
A0QRG5	A0QRG5	MEND_MYCS2	reviewed	2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylate synthase (SEPHCHC synthase) (EC 2.2.1.9) (Menaquinone biosynthesis protein MenD)	menD MSMEG_1109 MSMEI_1077	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000000757: Chromosome, UP000006158: Chromosome
A0QRG6	A0QRG6	A0QRG6_MYCS2	unreviewed	Probable conserved transmembrane protein	MSMEG_1110	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000000757: Chromosome
A0QRG7	A0QRG7	A0QRG7_MYCS2	unreviewed	Uncharacterized protein	MSMEG_1111	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000000757: Chromosome
I7G321	I7G321	I7G321_MYCS2	unreviewed	Aconitate hydratase (EC 4.2.1.3)	MSMEI_1081	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
I7FXL0	I7FXL0	I7FXL0_MYCS2	unreviewed	Short-chain dehydrogenase/reductase SDR	MSMEI_1082	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
A0QRH1	A0QRH1	MENG_MYCS2	reviewed	Demethylmenaquinone methyltransferase (EC 2.1.1.163)	menG MSMEG_1115 MSMEI_1083	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000000757: Chromosome, UP000006158: Chromosome
I7F7L5	I7F7L5	I7F7L5_MYCS2	unreviewed	GntR family transcriptional regulator	MSMEI_1085	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
A0QRH6	A0QRH6	A0QRH6_MYCS2	unreviewed	Nitrilase/cyanide hydratase and apolipoprotein N-acyltransferase	MSMEG_1120	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000000757: Chromosome
A0QRH9	A0QRH9	A0QRH9_MYCS2	unreviewed	Cobalamin synthesis protein	MSMEG_1123	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000000757: Chromosome
A0QRI7	A0QRI7	A0QRI7_MYCS2	unreviewed	Tryptophan-rich sensory protein	MSMEG_1131	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000000757: Chromosome
A0QRI8	A0QRI8	MENJ_MYCS2	reviewed	Menaquinone reductase (MK reductase) (EC 1.3.99.38)	menJ MSMEG_1132 MSMEI_1100	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000000757: Chromosome, UP000006158: Chromosome
I7G4V2	I7G4V2	I7G4V2_MYCS2	unreviewed	Polyprenyl-diphosphate synthase GrcC2 (EC 2.5.1.30)	grcC1 MSMEI_1101	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
A0QRJ0	A0QRJ0	HTPX_MYCS2	reviewed	Protease HtpX homolog (EC 3.4.24.-)	htpX MSMEG_1134 MSMEI_1102	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000000757: Chromosome, UP000006158: Chromosome
I7G4V7	I7G4V7	I7G4V7_MYCS2	unreviewed	Alcohol dehydrogenase	MSMEI_1106	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
I7G339	I7G339	I7G339_MYCS2	unreviewed	Glycerol-3-phosphate dehydrogenase [NAD(P)+] (EC 1.1.1.94) (NAD(P)H-dependent glycerol-3-phosphate dehydrogenase)	gpsA2 gpsA MSMEI_1108	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
A0QRK9	A0QRK9	A0QRK9_MYCS2	unreviewed	FAD dependent oxidoreductase	MSMEG_1153	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000000757: Chromosome
I7F7P9	I7F7P9	I7F7P9_MYCS2	unreviewed	L-carnitine dehydratase/bile acid-inducible protein F (EC 2.8.3.16)	MSMEI_1122	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
I7G351	I7G351	I7G351_MYCS2	unreviewed	Enoyl-CoA hydratase/isomerase (EC 4.2.1.17)	echA1 MSMEI_1123	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
I7FXM9	I7FXM9	I7FXM9_MYCS2	unreviewed	Dihydrodipicolinate synthetase (EC 4.3.3.7)	MSMEI_1124	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
I7FFG0	I7FFG0	I7FFG0_MYCS2	unreviewed	Short-chain dehydrogenase/reductase SDR (EC 1.1.1.100)	MSMEI_1125	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
I7G4X3	I7G4X3	I7G4X3_MYCS2	unreviewed	Aldehyde dehydrogenase (EC 1.2.1.-)	MSMEI_1126	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
A0QRM0	A0QRM0	Y1165_MYCS2	reviewed	UPF0234 protein MSMEG_1165/MSMEI_1134	MSMEG_1165 MSMEI_1134	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000000757: Chromosome, UP000006158: Chromosome
I7F7R8	I7F7R8	I7F7R8_MYCS2	unreviewed	Putative glyoxalase/bleomycin resistance or cadmium-induced protein CadI	cadI MSMEI_1143	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
A0QRN3	A0QRN3	HUTU_MYCS2	reviewed	Urocanate hydratase (Urocanase) (EC 4.2.1.49) (Imidazolonepropionate hydrolase)	hutU MSMEG_1179 MSMEI_1148	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000000757: Chromosome, UP000006158: Chromosome
I7G376	I7G376	I7G376_MYCS2	unreviewed	Amidase, hydantoinase/carbamoylase (EC 3.5.1.87)	MSMEI_1149	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
I7FXP2	I7FXP2	I7FXP2_MYCS2	unreviewed	Formiminoglutamate deiminase (EC 3.-.-.-)	MSMEI_1150	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
A0QRN6	A0QRN6	HUTI_MYCS2	reviewed	Imidazolonepropionase (EC 3.5.2.7) (Imidazolone-5-propionate hydrolase)	hutI MSMEG_1182 MSMEI_1151	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000000757: Chromosome, UP000006158: Chromosome
I7G4Z3	I7G4Z3	I7G4Z3_MYCS2	unreviewed	Histidine ammonia-lyase (EC 4.3.1.3)	MSMEI_1152	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
I7FFJ2	I7FFJ2	I7FFJ2_MYCS2	unreviewed	Uncharacterized protein	MSMEI_1156	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
A0QRP3	A0QRP3	A0QRP3_MYCS2	unreviewed	Uncharacterized protein	MSMEG_1189	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000000757: Chromosome
I7G386	I7G386	I7G386_MYCS2	unreviewed	Uncharacterized protein	MSMEI_1160	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
A0QRP7	A0QRP7	A0QRP7_MYCS2	unreviewed	TROVE domain protein	MSMEG_1193	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000000757: Chromosome
A0QRP8	A0QRP8	A0QRP8_MYCS2	unreviewed	Uncharacterized protein	MSMEG_1194	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000000757: Chromosome
I7F7T6	I7F7T6	I7F7T6_MYCS2	unreviewed	Uncharacterized protein	MSMEI_1164	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
I7G392	I7G392	I7G392_MYCS2	unreviewed	Uncharacterized protein	MSMEI_1165	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
I7FXQ2	I7FXQ2	I7FXQ2_MYCS2	unreviewed	Conserved integral membrane protein	MSMEI_1166	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
I7FFK3	I7FFK3	I7FFK3_MYCS2	unreviewed	Extracellular solute-binding protein family 3	MSMEI_1167	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
I7G397	I7G397	I7G397_MYCS2	unreviewed	3-oxoacyl-(Acyl-carrier-protein) synthase 2 KasB (EC 2.3.1.41)	kasB MSMEI_1170	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
I7FFK7	I7FFK7	I7FFK7_MYCS2	unreviewed	Cyclopropane-fatty-acyl-phospholipid synthase 1 Cmaa1 (Cyclopropane fatty acid synthase) (Cfa synthase) (Cyclopropane mycolic acid synthase 1) (EC 2.1.1.79)	cmaA1 MSMEI_1172	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
A0QRR4	A0QRR4	A0QRR4_MYCS2	unreviewed	Uncharacterized protein	MSMEG_1210	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000000757: Chromosome
I7FFL3	I7FFL3	I7FFL3_MYCS2	unreviewed	Fatty acid desaturase (EC 1.14.19.3)	MSMEI_1177	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
A0QRR9	A0QRR9	A0QRR9_MYCS2	unreviewed	Serine/threonine-protein kinase PknE, putative (EC 2.7.11.1)	MSMEG_1215	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000000757: Chromosome
